date,act_symbol,period,period_end_date,consensus,count,high,low,year_ago
2021-02-07,ABNB,Current Quarter,2020-12-31,735050000.0,11.0,799400000.0,723970000.0,
2021-02-07,ABNB,Current Year,2020-12-31,3250000000.0,13.0,3320000000.0,3240000000.0,
2021-02-07,ABNB,Next Quarter,2021-03-31,587620000.0,10.0,710500000.0,572490000.0,
2021-02-07,ABNB,Next Year,2021-12-31,4480000000.0,13.0,4830000000.0,4380000000.0,3250000000.0
2021-02-14,ABNB,Current Quarter,2020-12-31,735050000.0,11.0,799400000.0,723970000.0,
2021-02-14,ABNB,Current Year,2020-12-31,3250000000.0,13.0,3320000000.0,3240000000.0,
2021-02-14,ABNB,Next Quarter,2021-03-31,587620000.0,10.0,710500000.0,572490000.0,
2021-02-14,ABNB,Next Year,2021-12-31,4480000000.0,13.0,4830000000.0,4380000000.0,3250000000.0
2021-02-21,ABNB,Current Quarter,2020-12-31,735050000.0,11.0,799400000.0,723970000.0,
2021-02-21,ABNB,Current Year,2020-12-31,3260000000.0,13.0,3320000000.0,3240000000.0,
2021-02-21,ABNB,Next Quarter,2021-03-31,587620000.0,10.0,710500000.0,572490000.0,
2021-02-21,ABNB,Next Year,2021-12-31,4490000000.0,13.0,4830000000.0,4380000000.0,3260000000.0
2021-03-07,ABNB,Current Quarter,2021-03-31,703990000.0,12.0,760000000.0,572490000.0,
2021-03-07,ABNB,Current Year,2021-12-31,4760000000.0,13.0,5160000000.0,4460000000.0,3380000000.0
2021-03-07,ABNB,Next Quarter,2021-06-30,966240000.0,11.0,1110000000.0,887200000.0,
2021-03-07,ABNB,Next Year,2022-12-31,6460000000.0,13.0,7670000000.0,6090000000.0,4760000000.0
2021-03-14,ABNB,Current Quarter,2021-03-31,703990000.0,12.0,760000000.0,572490000.0,
2021-03-14,ABNB,Current Year,2021-12-31,4760000000.0,13.0,5160000000.0,4460000000.0,3380000000.0
2021-03-14,ABNB,Next Quarter,2021-06-30,966240000.0,11.0,1110000000.0,887200000.0,
2021-03-14,ABNB,Next Year,2022-12-31,6460000000.0,13.0,7670000000.0,6090000000.0,4760000000.0
2021-03-21,ABNB,Current Quarter,2021-03-31,703990000.0,12.0,760000000.0,572490000.0,
2021-03-21,ABNB,Current Year,2021-12-31,4760000000.0,13.0,5160000000.0,4460000000.0,3380000000.0
2021-03-21,ABNB,Next Quarter,2021-06-30,966240000.0,11.0,1110000000.0,887200000.0,
2021-03-21,ABNB,Next Year,2022-12-31,6460000000.0,13.0,7670000000.0,6090000000.0,4760000000.0
2021-03-28,ABNB,Current Quarter,2021-03-31,703990000.0,12.0,760000000.0,572490000.0,
2021-03-28,ABNB,Current Year,2021-12-31,4760000000.0,13.0,5160000000.0,4460000000.0,3380000000.0
2021-03-28,ABNB,Next Quarter,2021-06-30,966240000.0,11.0,1110000000.0,887200000.0,
2021-03-28,ABNB,Next Year,2022-12-31,6460000000.0,13.0,7670000000.0,6090000000.0,4760000000.0
2021-04-04,ABNB,Current Quarter,2021-03-31,703990000.0,12.0,760000000.0,572490000.0,
2021-04-04,ABNB,Current Year,2021-12-31,4760000000.0,13.0,5160000000.0,4460000000.0,3380000000.0
2021-04-04,ABNB,Next Quarter,2021-06-30,966240000.0,11.0,1110000000.0,887200000.0,
2021-04-04,ABNB,Next Year,2022-12-31,6460000000.0,13.0,7670000000.0,6090000000.0,4760000000.0
2021-04-11,ABNB,Current Quarter,2021-03-31,703990000.0,12.0,760000000.0,572490000.0,
2021-04-11,ABNB,Current Year,2021-12-31,4760000000.0,13.0,5160000000.0,4460000000.0,3380000000.0
2021-04-11,ABNB,Next Quarter,2021-06-30,966240000.0,11.0,1110000000.0,887200000.0,
