quarter,variant,fx_pp,adr_usd,street,vs_street
3Q26,V0_identity,0.4152814166247513,177.68122194149538,177.06,0.6212219414953779
3Q26,V1_MAP_all17,0.02956772950036124,177.02053296682,177.06,-0.039467033179988675
3Q26,V1_posterior_mean,0.05926204350488509,177.07139635727836,177.06,0.011396357278357527
3Q26,V2_eur_ols_all17,-1.2274229593900645,174.8674336158196,177.06,-2.1925663841803953
3Q26,V3_broad_ols_all17,0.9746675914344678,178.63939452032693,177.06,1.5793945203269288
4Q26,V0_identity,0.5136690253172425,173.03404961654581,171.33,1.7040496165458023
4Q26,V1_MAP_all17,0.28266369927394014,172.64709259489067,171.33,1.317092594890653
4Q26,V1_posterior_mean,0.2985800648151967,172.67375409880884,171.33,1.3437540988088301
4Q26,V2_eur_ols_all17,-1.2524945793604028,170.07554896235027,171.33,-1.2544510376497442
4Q26,V3_broad_ols_all17,1.256957732200587,174.2791325294461,171.33,2.949132529446075
