,brazil_stays_yoy,ibge_hosp_yoy,latam_mix_pp,disclosed
1Q22,82.92843553344065,12.976666666666667,4.534531645161555,False
2Q22,135.4607546747285,19.069999999999997,-0.4914121933798254,False
3Q22,108.65384615384616,22.613333333333333,-0.8140291188200588,False
4Q22,36.561379711268295,20.383333333333336,1.3665510569192518,False
1Q23,51.0891362976281,18.08,-0.4070545479642251,False
2Q23,41.83950617283951,16.283333333333335,-1.2614545689110024,False
3Q23,11.604005621925516,13.313333333333333,1.3082193287213828,False
4Q23,55.17230909366935,11.920000000000002,-1.202412118452434,False
1Q24,6.404581634634043,9.233333333333333,1.8975986729285357,False
2Q24,14.318626600936412,8.243333333333334,0.4804808400888483,False
3Q24,38.17008640514412,8.666666666666666,-1.1254454316780849,False
4Q24,7.285194976867149,8.296666666666667,0.4982172029361464,True
1Q25,50.82320898491293,10.863333333333335,-2.668846237692024,True
2Q25,57.96673232654848,10.87,-2.5418404012203637,True
3Q25,20.339779891013983,9.16,-0.2439823482697556,True
4Q25,30.187286291576008,10.770000000000001,-0.6774182944747187,True
1Q26,20.20160304764473,7.883333333333333,-0.4717219504396075,True
2Q26,14.831596290903516,6.6499999999999995,0.443084951229622,True
