quarter,case,fx,d_exfx_basis_pp,d_subregional_netted_pp,d_fx_pp,adr_usd,vs_street,p_print_ge_street
3Q26,A: LOS switch is a basis offset,V0 identity FX,-0.05438002319239857,-0.03721235597273309,0.0,177.52433335522343,0.464333355223431,0.6092303219873993
3Q26,A: LOS switch is a basis offset,V1 FX weights,-0.05438002319239857,-0.03721235597273309,-0.38571368712439014,176.86364438054807,-0.19635561945193558,0.453323303604122
3Q26,B: LOS genuinely fell,V0 identity FX,-0.29811602319239855,-0.03721235597273309,0.0,177.1068379608234,0.046837960823410185,0.5111581608478766
3Q26,B: LOS genuinely fell,V1 FX weights,-0.29811602319239855,-0.03721235597273309,-0.38571368712439014,176.44614898614805,-0.6138510138519564,0.35695501215015824
3Q26,filed base,V0 identity FX,0.0,0.0,0.0,177.68122194149538,0.6212219414953779,0.6446857152073313
4Q26,A: LOS switch is a basis offset,V0 identity FX,-0.05438002319239857,-0.04680086947079129,0.0,172.86456150324568,1.5345615032456692,0.6823220165690174
4Q26,A: LOS switch is a basis offset,V1 FX weights,-0.05438002319239857,-0.04680086947079129,-0.23100532604330237,172.47760448159053,1.1476044815905198,0.6385652909168308
4Q26,B: LOS genuinely fell,V0 identity FX,-0.29811602319239855,-0.04680086947079129,0.0,172.45627932964567,1.126279329645655,0.6360936969042318
4Q26,B: LOS genuinely fell,V1 FX weights,-0.29811602319239855,-0.04680086947079129,-0.23100532604330237,172.06932230799055,0.739322307990534,0.5903562054427414
4Q26,filed base,V0 identity FX,0.0,0.0,0.0,173.0340496165458,1.704049616545774,0.700756023334298
