dropped,pooled_b,pooled_p_b0,latam_b,latam_r,in_band
1Q25+2Q25,0.6423880653059236,0.530505949658981,2.1023173301237503,0.8080446256322387,True
4Q24+2Q26,0.8409490991260321,0.14821495523481154,1.2019257789834248,0.8528055227572379,True
4Q24+2Q25,0.9070988900841512,0.14893553158454065,1.3003219299367976,0.8597136682393136,True
4Q24+1Q26,0.939916809388423,0.08084356392856362,1.220727926946405,0.9305386195394396,True
2Q25+2Q26,0.94053091783938,0.14144067642060687,1.3351171172766823,0.8644323817936443,True
4Q24+1Q25,0.9670536279598252,0.16446028175935723,1.4198123727451508,0.8735723649907373,True
1Q26+2Q26,0.9736493929191338,0.07609819718578659,1.2557156658023414,0.9283244678677356,True
2Q25+4Q25,0.9921171920228786,0.10433540055773949,1.3361714504383033,0.9610702711376432,True
1Q25+2Q26,1.001520053012276,0.15642659220539534,1.454846527948553,0.8783602109351377,True
2Q25+1Q26,1.018345710264328,0.10230811722350541,1.3679596002214793,0.9202222515429785,True
4Q24+3Q25,1.0345351966045924,0.08381902906491057,1.3515482134697805,0.9020759368062409,True
2Q25+3Q25,1.0380064557372415,0.10365537362067578,1.397597856789059,0.8949234420213127,True
1Q25+4Q25,1.0492730217424553,0.1166115025074339,1.440298969843523,0.9619515309346575,True
3Q25+2Q26,1.0670004383717204,0.07899425375038338,1.3839887564011315,0.9061317372205124,True
4Q24+4Q25,1.0784557538327273,0.0713431829594462,1.3819288615248473,0.9676717620852817,True
1Q25+1Q26,1.0835648614974984,0.11379822140608398,1.482079112409369,0.9349088076416789,True
3Q25+1Q26,1.0969305990635823,0.049990589029591304,1.3549592915357196,0.942536635501972,True
1Q25+3Q25,1.0993329079981746,0.11536199916891698,1.507498164568655,0.905551441370444,True
4Q25+2Q26,1.1056370996392193,0.06767465825439745,1.4086024030272,0.9693909410476649,True
4Q25+1Q26,1.1146586421160487,0.04532443183950541,1.3649786992766868,0.9896137135552965,True
3Q25+4Q25,1.1767841671807753,0.04654946566317286,1.4450046873409754,0.9881674948934406,True
