target,horizon_q,window,weighting,rank,rank_independent,method,object,spec_id,n,mae,rmse,bias,crps,cov80,cov90,ratio_seasonal_naive,ratio_trailing4,ratio_pct_rev_last4,ratio_guide_implied,ratio_street,survives_both_windows,survives_both_windows_eq_and_rw,consensus_anchored,baseline,n_params,hindsight_share
adj_ebitda_margin_pct,0,W1,equal,1,,street-bias,dispersion_conditioned,rw_hl4_med,14,1.2232269750553424,1.5845248949457642,0.1341344995765382,2.368016327049952,1.0,1.0,0.5467993830326132,0.1290735322921389,,0.2792873568961298,0.7683210101496962,True,True,True,False,5,0.0
adj_ebitda_margin_pct,0,W1,equal,2,,street-bias,dispersion_conditioned,rw_hl4,14,1.329812600239019,1.812311701413519,0.4425150631005622,2.429010852022013,1.0,1.0,0.5944446322619665,0.1403203273796987,,0.3036230019952937,0.8352684997640862,True,True,True,False,5,0.0
adj_ebitda_margin_pct,0,W1,equal,3,,street-bias,dispersion_conditioned,rw_hl4_usd,14,1.329812600239019,1.812311701413519,0.4425150631005622,2.429010852022013,1.0,1.0,0.5944446322619665,0.1403203273796987,,0.3036230019952937,0.8352684997640862,True,True,True,False,5,0.0
adj_ebitda_margin_pct,0,W1,equal,4,,street-bias,street_plus_flowthrough,rw_hl4_med,14,1.548492300753299,2.162396703197636,0.8687228999369649,2.5220257070596257,1.0,1.0,0.6921974841540327,0.1633951630083752,,0.3535519823145083,0.9726233912311938,True,True,True,False,6,0.0
adj_ebitda_margin_pct,0,W1,equal,5,,baselines-margin,street,street|adj_ebitda_margin_pct|h0|PIT,14,1.5920779972124075,1.9969868184606103,-1.2191457761029765,1.2760785791713136,1.0,1.0,0.7116808935448443,0.1679942765940903,,0.3635034747282451,1.0,True,True,True,True,1,
adj_ebitda_margin_pct,0,W1,equal,6,,street-bias,street_plus_bias,rw_hl4,14,1.5994726552413805,2.2428599569146583,1.0398862468100296,2.561674592257364,1.0,1.0,0.714986407999998,0.1687745525783153,,0.3651918241009926,1.0046446581398147,True,True,True,False,3,0.0
adj_ebitda_margin_pct,0,W1,equal,7,,street-bias,street_plus_bias,rw_hl4_usd,14,1.5994726552413805,2.2428599569146583,1.0398862468100296,2.561674592257364,1.0,1.0,0.714986407999998,0.1687745525783153,,0.3651918241009926,1.0046446581398147,True,True,True,False,3,0.0
adj_ebitda_margin_pct,0,W1,equal,8,,street-bias,street_plus_bias,rw_hl4_med,14,1.613628872402981,2.0302713355954265,0.7292502038012826,2.5232219461207186,1.0,1.0,0.7213144329437652,0.1702683006644869,,0.3684239736164431,1.0135363187157331,True,True,True,False,3,0.0
adj_ebitda_margin_pct,0,W1,equal,9,,street-bias,street_plus_flowthrough,rw_hl4,14,1.6607963792190017,2.29355952533998,0.6924918534695756,2.566338046071132,1.0,1.0,0.7423989611238437,0.1752453628437132,,0.3791932654802287,1.0431626981384794,True,True,True,False,6,0.0
adj_ebitda_margin_pct,0,W1,equal,10,,street-bias,street_plus_flowthrough,rw_hl4_usd,14,1.6607963792190017,2.29355952533998,0.6924918534695756,2.566338046071132,1.0,1.0,0.7423989611238437,0.1752453628437132,,0.3791932654802287,1.0431626981384794,True,True,True,False,6,0.0
adj_ebitda_margin_pct,0,W1,equal,11,,street-bias,dispersion_conditioned,ew,14,1.7864711902665442,2.2239157779884047,1.3181429021659092,2.577468075562984,1.0,1.0,0.7985773405619097,0.1885064273173115,,0.4078873562104472,1.1221002949569698,True,True,True,False,5,0.0
adj_ebitda_margin_pct,0,W1,equal,12,,street-bias,dispersion_conditioned,ew_usd,14,1.7864711902665442,2.2239157779884047,1.3181429021659092,2.577468075562984,1.0,1.0,0.7985773405619097,0.1885064273173115,,0.4078873562104472,1.1221002949569698,True,True,True,False,5,0.0
adj_ebitda_margin_pct,0,W1,equal,13,,street-bias,street_plus_flowthrough,rw_hl4_from21,14,1.85810816396419,2.7426958761673244,1.1267001230626787,2.5999730637657934,1.0,1.0,0.8306000590099099,0.1960654800740215,,0.4242435202323761,1.167096189519344,True,True,True,False,6,0.0
adj_ebitda_margin_pct,0,W1,equal,14,,street-bias,street_plus_flowthrough,ew,14,1.85897820538736,2.5004594969291603,1.2044704743237264,2.672783129313738,1.0,1.0,0.8309889795643969,0.1961572858647856,,0.4244421682138402,1.167642671177085,True,True,True,False,6,0.0
adj_ebitda_margin_pct,0,W1,equal,15,,street-bias,street_plus_flowthrough,ew_usd,14,1.85897820538736,2.5004594969291603,1.2044704743237264,2.672783129313738,1.0,1.0,0.8309889795643969,0.1961572858647856,,0.4244421682138402,1.167642671177085,True,True,True,False,6,0.0
adj_ebitda_margin_pct,0,W1,equal,16,1.0,guide-policy-margin,actual_given_guide,nov_sentence_pin,14,1.8827388817005588,2.3298375940859675,-1.424079583313518,1.6813753615159526,1.0,1.0,0.8416103306410496,0.1986644856600289,,0.4298672092086054,1.18256698792212,True,True,False,False,1,0.0016660629680412
adj_ebitda_margin_pct,0,W1,equal,17,2.0,margin-ts,sarima_margin,lines_aicc,14,2.038262763694964,2.6946196641040774,-0.2932311742506156,1.5186954824721035,0.9285714285714286,0.9285714285714286,0.9111316577991028,0.2150751904712889,,0.4653764440621598,1.2802530826151657,True,True,False,False,15,-0.0499171282237241
adj_ebitda_margin_pct,0,W1,equal,18,3.0,margin-ts,q_sentence_direction,k_fit_median,14,2.04807543306022,2.448965142559741,-1.6801282767615258,1.789129813378934,0.9285714285714286,1.0,0.9155180567783942,0.2161106122875312,,0.4676168741270656,1.2864165176870883,True,True,False,False,2,0.2755320059546605
adj_ebitda_margin_pct,0,W1,equal,19,4.0,margin-ts,q_sentence_direction,k_fit_rw,14,2.0672249488955194,2.64976697498484,-1.823555447357317,1.860414001741205,0.9285714285714286,0.9285714285714286,0.9240781553190937,0.2181312476241862,,0.4719890943057775,1.2984445187453466,True,True,False,False,2,0.2796438435451264
adj_ebitda_margin_pct,0,W1,equal,20,5.0,alt-augmented,margin_aug,ridge_all_eq,14,2.182563578687451,2.655429041467629,-0.3283704040915738,1.5853502609950572,0.9285714285714286,1.0,0.9756361187193052,0.2303016498966723,,0.498323226661837,1.3708898574749058,True,True,False,False,37,0.0048231155845654
adj_ebitda_margin_pct,0,W1,equal,21,6.0,guide-policy-margin,actual_given_guide,rw_hl4_pin,14,2.1831543756728604,3.431844185860876,0.8513138104826901,2.2164934078081897,0.9285714285714286,1.0,0.975900213146347,0.2303639901289672,,0.498458117513561,1.371260942928284,True,True,False,False,2,0.4098508625484993
adj_ebitda_margin_pct,0,W1,equal,22,7.0,cycle-flex,flex_margin,l0_rw,14,2.20058721586878,2.580529956732563,0.1851548523070556,1.4959460179437865,0.9285714285714286,1.0,0.9836929339234572,0.2322034837862012,,0.5024383860661663,1.382210682970194,True,True,False,False,12,0.0510805161140027
adj_ebitda_margin_pct,0,W1,equal,23,8.0,guide-policy-margin,actual_given_guide,last_pin,14,2.2093564915494035,3.531518395712839,0.4049047825775644,2.2301339009929344,0.9285714285714286,1.0,0.987612921488799,0.2331288078763524,,0.504440588336619,1.3877187521074958,True,True,False,False,1,0.2179087451051839
adj_ebitda_margin_pct,0,W1,equal,24,9.0,alt-augmented,margin_aug,none_eq,14,2.214424705499332,2.689419241386508,-0.2756159907359949,1.6071507282744857,0.9285714285714286,1.0,0.9898784832507712,0.2336636001023823,,0.5055977636664024,1.3909021476187726,True,True,False,False,10,0.0057049316752693
adj_ebitda_margin_pct,0,W1,equal,25,10.0,driver-lines,margin_v2,b_elastic_eq,14,2.214424705499332,2.689419241386508,-0.2756159907359949,1.6071507282744857,0.9285714285714286,1.0,0.9898784832507712,0.2336636001023823,,0.5055977636664024,1.3909021476187726,True,True,False,False,10,0.0057049316752693
adj_ebitda_margin_pct,0,W1,equal,26,11.0,guide-policy-margin,actual_given_guide,nocushion_pin,14,2.2308267177464747,2.677084092772138,-2.01182490735426,1.7695393530741863,1.0,1.0,0.9972104096717246,0.2353943219558158,,0.5093426734351518,1.4012044143895348,False,False,False,False,1,0.0035961092205035
adj_ebitda_margin_pct,0,W1,equal,27,12.0,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,14,2.237067218823808,2.8465513645977527,-0.4732602177636393,1.5927671083024326,0.8571428571428572,0.9285714285714286,1.0,0.2360528125988036,,0.5107675055285716,1.4051241350867991,False,False,False,True,1,
