target,horizon_q,window,weighting,method,object,spec_id,n,mae,oracle,thin
adj_ebitda_margin_pct,0,W1,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,14,2.268579621039502,True,False
adj_ebitda_margin_pct,0,W1,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,14,2.769528176049901,True,False
adj_ebitda_margin_pct,0,W1,equal,guide-policy-margin,q4_implied,guide_mid,3,2.868380342387359,False,True
adj_ebitda_margin_pct,0,W1,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,14,3.781432418892753,True,False
adj_ebitda_margin_pct,0,W1,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,14,3.89658272160323,True,False
adj_ebitda_margin_pct,0,W1,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,14,1.4856308554903288,True,False
adj_ebitda_margin_pct,0,W1,recency,guide-policy-margin,q4_implied,guide_mid,3,2.133059438881261,False,True
adj_ebitda_margin_pct,0,W1,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,14,2.226717473658552,True,False
adj_ebitda_margin_pct,0,W1,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,14,2.346564432406451,True,False
adj_ebitda_margin_pct,0,W1,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,14,2.7486654110381847,True,False
adj_ebitda_margin_pct,0,W2,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,10,1.3118085658150378,True,False
adj_ebitda_margin_pct,0,W2,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,10,1.919801032846212,True,False
adj_ebitda_margin_pct,0,W2,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,10,2.014614668194452,True,False
adj_ebitda_margin_pct,0,W2,equal,guide-policy-margin,q4_implied,guide_mid,2,2.473490240754318,False,True
adj_ebitda_margin_pct,0,W2,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,10,2.7532576245131684,True,False
adj_ebitda_margin_pct,0,W2,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,10,1.1765631465118802,True,False
adj_ebitda_margin_pct,0,W2,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,10,1.714746531339004,True,False
adj_ebitda_margin_pct,0,W2,recency,guide-policy-margin,q4_implied,guide_mid,2,1.8788759210858967,False,True
adj_ebitda_margin_pct,0,W2,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,10,1.947924454876664,True,False
adj_ebitda_margin_pct,0,W2,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,10,2.428320623854668,True,False
adj_ebitda_margin_pct,1,W1,equal,margin-ts,q_sentence_direction,k_abs_rw,1,0.2485778549628285,False,True
adj_ebitda_margin_pct,1,W1,equal,margin-ts,q_sentence_direction,k_fit_rw,1,0.4608572323738755,False,True
adj_ebitda_margin_pct,1,W1,equal,margin-ts,q_sentence_direction,k_fit_ew,1,0.7407553723270546,False,True
adj_ebitda_margin_pct,1,W1,equal,margin-ts,q_sentence_direction,k_fit_median,1,1.0293901641184675,False,True
adj_ebitda_margin_pct,1,W1,equal,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_margin_pct|h1|PIT,1,2.553037692468472,False,True
adj_ebitda_margin_pct,1,W1,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,13,2.7881241331141453,True,False
adj_ebitda_margin_pct,1,W1,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,13,3.0670590749094675,True,False
adj_ebitda_margin_pct,1,W1,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,13,3.8515612126815166,True,False
adj_ebitda_margin_pct,1,W1,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,13,3.888393093347017,True,False
adj_ebitda_margin_pct,1,W1,recency,margin-ts,q_sentence_direction,k_abs_rw,1,0.2485778549628285,False,True
adj_ebitda_margin_pct,1,W1,recency,margin-ts,q_sentence_direction,k_fit_rw,1,0.4608572323738755,False,True
adj_ebitda_margin_pct,1,W1,recency,margin-ts,q_sentence_direction,k_fit_ew,1,0.7407553723270546,False,True
adj_ebitda_margin_pct,1,W1,recency,margin-ts,q_sentence_direction,k_fit_median,1,1.0293901641184675,False,True
adj_ebitda_margin_pct,1,W1,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,13,2.400032088218424,True,False
adj_ebitda_margin_pct,1,W1,recency,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_margin_pct|h1|PIT,1,2.553037692468472,False,True
adj_ebitda_margin_pct,1,W1,recency,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,13,2.689078142534307,True,False
adj_ebitda_margin_pct,1,W1,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,13,2.691180752938773,True,False
adj_ebitda_margin_pct,1,W1,recency,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,13,2.96860674041416,True,False
adj_ebitda_margin_pct,1,W2,equal,margin-ts,q_sentence_direction,k_abs_rw,1,0.2485778549628285,False,True
adj_ebitda_margin_pct,1,W2,equal,margin-ts,q_sentence_direction,k_fit_rw,1,0.4608572323738755,False,True
adj_ebitda_margin_pct,1,W2,equal,margin-ts,q_sentence_direction,k_fit_ew,1,0.7407553723270546,False,True
adj_ebitda_margin_pct,1,W2,equal,margin-ts,q_sentence_direction,k_fit_median,1,1.0293901641184675,False,True
adj_ebitda_margin_pct,1,W2,equal,margin-ts,incremental_margin,oracle_k4_rw_revknown,9,2.285943643565268,True,False
adj_ebitda_margin_pct,1,W2,equal,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_margin_pct|h1|PIT,1,2.553037692468472,False,True
adj_ebitda_margin_pct,1,W2,equal,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,9,2.7148775404252907,True,False
adj_ebitda_margin_pct,1,W2,equal,margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,9,2.7262743468913886,True,False
adj_ebitda_margin_pct,1,W2,equal,margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,9,3.0527846992786856,True,False
adj_ebitda_margin_pct,1,W2,recency,margin-ts,q_sentence_direction,k_abs_rw,1,0.2485778549628285,False,True
adj_ebitda_margin_pct,1,W2,recency,margin-ts,q_sentence_direction,k_fit_rw,1,0.4608572323738755,False,True
adj_ebitda_margin_pct,1,W2,recency,margin-ts,q_sentence_direction,k_fit_ew,1,0.7407553723270546,False,True
adj_ebitda_margin_pct,1,W2,recency,margin-ts,q_sentence_direction,k_fit_median,1,1.0293901641184675,False,True
adj_ebitda_margin_pct,1,W2,recency,margin-ts,incremental_margin,oracle_k4_rw_revknown,9,2.220633439654454,True,False
adj_ebitda_margin_pct,1,W2,recency,guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,9,2.2514017225758463,True,False
adj_ebitda_margin_pct,1,W2,recency,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_margin_pct|h1|PIT,1,2.553037692468472,False,True
