event_date,next_event_date,guided_quarter,q_plus_2,prior_basis,weight,k_q1_musd,k_q2_musd,revenue_q2_musd,s1_pct,s2_pct,revision_pct,last_revision_pct,q1_unavailable_reason,consensus_unavailable_reason,q2_consensus_unavailable_reason,c_pre_value,c_pre_vendor,c_pre_as_of_timestamp,c_pre_register_id,c_next_value,c_next_vendor,c_next_as_of_timestamp,c_next_register_id,c_q2_value,c_q2_vendor,c_q2_as_of_timestamp,c_q2_register_id,fy_period,fy_anchor_musd,fy_kernel_musd,t_pct,t_low_anchor_pct,t_high_anchor_pct,fy_bucket_mid_pct,fy_bucket_stamp,fy_bucket_change,excess_open_20d_pct,excess_open_60d_pct
2023-02-14,2023-05-09,2023Q1,2023Q2,PIT,0.33,,2018.7288328355182,2086.7512174201934,,,5.9171597633136175,0.540540540540535,No admissible same-season lambda observations: season=1; variant=ex_covid,,No pre-guide q+2 consensus at origin,1690.0,Refinitiv,2023-02-14,PG-2023Q1-revenue,1790.0,Refinitiv,2023-05-09,AP-2023Q1-revenue,,,,,FY2023,,,,,,,,,-10.672748360077655,-21.447443969730763
2023-02-14,2023-05-09,2023Q1,2023Q2,PIT,0.5,,2129.4422869820396,2201.1952336086083,,,5.9171597633136175,0.540540540540535,No admissible same-season lambda observations: season=1; variant=ex_covid,,No pre-guide q+2 consensus at origin,1690.0,Refinitiv,2023-02-14,PG-2023Q1-revenue,1790.0,Refinitiv,2023-05-09,AP-2023Q1-revenue,,,,,FY2023,,,,,,,,,-10.672748360077655,-21.447443969730763
2023-02-14,2023-05-09,2023Q1,2023Q2,PIT,0.6666666666666666,,2237.9848890864723,2313.3952494796035,,,5.9171597633136175,0.540540540540535,No admissible same-season lambda observations: season=1; variant=ex_covid,,No pre-guide q+2 consensus at origin,1690.0,Refinitiv,2023-02-14,PG-2023Q1-revenue,1790.0,Refinitiv,2023-05-09,AP-2023Q1-revenue,,,,,FY2023,,,,,,,,,-10.672748360077655,-21.447443969730763
2023-02-14,2023-05-09,2023Q1,2023Q2,full_sample,0.33,1863.9219804666964,2051.8247381159244,2088.5624760206397,10.291241447733523,,5.9171597633136175,0.540540540540535,,,No pre-guide q+2 consensus at origin,1690.0,Refinitiv,2023-02-14,PG-2023Q1-revenue,1790.0,Refinitiv,2023-05-09,AP-2023Q1-revenue,,,,,FY2023,,,,,,,,,-10.672748360077655,-21.447443969730763
2023-02-14,2023-05-09,2023Q1,2023Q2,full_sample,0.5,1819.2838811156125,2164.3532760578023,2203.105827341513,7.649933793823216,,5.9171597633136175,0.540540540540535,,,No pre-guide q+2 consensus at origin,1690.0,Refinitiv,2023-02-14,PG-2023Q1-revenue,1790.0,Refinitiv,2023-05-09,AP-2023Q1-revenue,,,,,FY2023,,,,,,,,,-10.672748360077655,-21.447443969730763
2023-02-14,2023-05-09,2023Q1,2023Q2,full_sample,0.6666666666666666,1775.5210386145495,2274.675372079252,2315.403230597272,5.060416486068009,,5.9171597633136175,0.540540540540535,,,No pre-guide q+2 consensus at origin,1690.0,Refinitiv,2023-02-14,PG-2023Q1-revenue,1790.0,Refinitiv,2023-05-09,AP-2023Q1-revenue,,,,,FY2023,,,,,,,,,-10.672748360077655,-21.447443969730763
2023-05-09,2023-08-03,2023Q2,2023Q3,PIT,0.33,2123.065799258351,,,-12.270008295109458,,0.0,5.9171597633136175,,,No pre-guide q+2 consensus at origin,2420.0,Refinitiv,2023-05-09,PG-2023Q2-revenue,2420.0,Refinitiv,2023-08-03,AP-2023Q2-revenue,,,,,FY2023,,,,,,,,,-1.5214077445124374,12.816622543849498
2023-05-09,2023-08-03,2023Q2,2023Q3,PIT,0.5,2280.9130568187275,,,-5.747394346333579,,0.0,5.9171597633136175,,,No pre-guide q+2 consensus at origin,2420.0,Refinitiv,2023-05-09,PG-2023Q2-revenue,2420.0,Refinitiv,2023-08-03,AP-2023Q2-revenue,,,,,FY2023,,,,,,,,,-1.5214077445124374,12.816622543849498
2023-05-09,2023-08-03,2023Q2,2023Q3,PIT,0.6666666666666666,2435.665270113213,,,0.6473252112897843,,0.0,5.9171597633136175,,,No pre-guide q+2 consensus at origin,2420.0,Refinitiv,2023-05-09,PG-2023Q2-revenue,2420.0,Refinitiv,2023-08-03,AP-2023Q2-revenue,,,,,FY2023,,,,,,,,,-1.5214077445124374,12.816622543849498
2023-05-09,2023-08-03,2023Q2,2023Q3,full_sample,0.33,2142.6182599683507,3732.0518182267087,3798.873871298711,-11.462055373208646,,0.0,5.9171597633136175,,,No pre-guide q+2 consensus at origin,2420.0,Refinitiv,2023-05-09,PG-2023Q2-revenue,2420.0,Refinitiv,2023-08-03,AP-2023Q2-revenue,,,,,FY2023,,,,,,,,,-1.5214077445124374,12.816622543849498
