spec_id,line,window,horizon_q,n,mape,rw_mape,ratio_sn,rw_ratio_sn,ratio_pct_rev,rw_ratio_pct_rev
a_unit_rw,cor,W1,0,14,0.036832575136137045,0.03472934499053092,0.34089773908769444,0.30735588656145657,0.2432083651886615,0.27139478045367416
a_unit_rw,cor,W1,1,13,0.03685304107546225,0.037684832199920595,0.35229983420997274,0.33571948915416555,0.22881340011390294,0.273720324098613
a_unit_rw,cor,W2,0,10,0.04276719136634993,0.03621018643862648,0.4130829074534667,0.32161356004577524,0.2952671815848781,0.2918310171920718
a_unit_rw,cor,W2,1,9,0.04313347685003378,0.03984029895084684,0.4187788267204136,0.35329013366733425,0.2973380270191041,0.30584290234912304
a_unit_rw,ops,W1,0,14,0.05954441015195701,0.05229955767370146,0.7952797450682617,0.8405473178528532,0.48481672821357996,0.43473603813344713
a_unit_rw,ops,W1,1,13,0.05865712244734984,0.052563758283920604,0.8693762545240579,0.8733530955806533,0.4565676310933391,0.43059251381926594
a_unit_rw,ops,W2,0,10,0.05752132102494197,0.05126733051270182,1.0439203983664689,0.9043694059069405,0.5275652914520245,0.44091016343539163
a_unit_rw,ops,W2,1,9,0.05081623643216118,0.04887825935065629,0.8357122311872363,0.8294283338241164,0.41639765175203874,0.4050648422762111
a_unit_rw,pd,W1,0,14,0.037724435616801506,0.03130843958294366,0.35773098313329604,0.27831169602801,0.19101117640846413,0.17639929671162172
a_unit_rw,pd,W1,1,13,0.04435308993456347,0.03630591168873568,0.4176331775949464,0.32184088794628274,0.20842472180422328,0.20468217275297657
a_unit_rw,pd,W2,0,10,0.03592425288440203,0.02980647524716573,0.30096613964342,0.25325237853128085,0.19712836554681945,0.17385016719284827
a_unit_rw,pd,W2,1,9,0.045500203040272864,0.03568191560294604,0.36299691108770926,0.2975861421982977,0.24141791156516912,0.21261919337433938
a_unit_rw,sm,W1,0,14,0.06998051817744246,0.062008282308455294,0.41524968841106474,0.33029811972094153,0.3385639974719698,0.33498712220339255
a_unit_rw,sm,W1,1,13,0.08315761719846942,0.06989832196517211,0.5085516011253168,0.3740345908614016,0.3928659458453199,0.34368493713209447
a_unit_rw,sm,W2,0,10,0.05515338935233215,0.055600836559152975,0.3033201332758972,0.2850363942166361,0.28813040011436314,0.31091757283189597
a_unit_rw,sm,W2,1,9,0.05880901255479064,0.06039827882848155,0.31146553427872015,0.30459990232424594,0.2937203483366794,0.3029991545886548
a_unit_rw,ga,W1,0,14,0.07013070665564705,0.09438304539058376,0.7757195925295727,1.1279088734294849,0.3911877543162648,0.5426977399306466
a_unit_rw,ga,W1,1,13,0.0770960204997903,0.10294124667751553,0.8772791804750857,1.2411508644004523,0.39012404368679887,0.545090193013305
a_unit_rw,ga,W2,0,10,0.08091063943468806,0.09939279812878753,0.9780416363094632,1.2201014958971637,0.45705695818711856,0.5778457670408325
a_unit_rw,ga,W2,1,9,0.09402801064645451,0.11131944492268635,1.2376192717229997,1.4120469100908453,0.4857667827732428,0.5932428482286793
a_unit_rw,other_net,W1,0,14,0.577009882681531,0.36816564107158667,1.2275475253507013,0.9968969953556356,1.0,1.0
a_unit_rw,other_net,W1,1,13,0.7135104753377982,0.42103073341699127,1.5869421951434872,1.1615800781786312,1.0,1.0
a_unit_rw,other_net,W2,0,10,0.34874560380399394,0.2929858286818823,0.9220513677604938,0.8572543549664657,1.0,1.0
a_unit_rw,other_net,W2,1,9,0.2751970526629749,0.29172042290148564,0.681878538160471,0.8337394318531179,1.0,1.0
a_unit_eq,cor,W1,0,14,0.036221888691482816,0.033464640858243175,0.3352456328337964,0.2961632118961779,0.239175954983883,0.2615116657443506
a_unit_eq,cor,W1,1,13,0.0375442601491945,0.04034039241941297,0.35890760274066213,0.35937684062057285,0.23310504557568185,0.2930087423164967
a_unit_eq,cor,W2,0,10,0.0419212655402067,0.0348639482153753,0.4049122165899987,0.3096564697838027,0.28942686038221666,0.2809811953956518
a_unit_eq,cor,W2,1,9,0.04562304901698358,0.04325205002200978,0.4429498462451292,0.3835443743159277,0.3144997429367939,0.3320339671045501
