spec_id,drop_year,line,b,g,n_obs,b_full
b_elastic_rw,none,cor,0.8097427582503111,0.013782765949400895,18,0.8097427582503111
b_elastic_rw,none,ops,0.763976667623893,-0.01041656266378585,18,0.763976667623893
b_elastic_rw,none,sm,0.4184799156650235,0.15471252960338322,18,0.4184799156650235
b_elastic_rw,2022,cor,0.9759078487347851,-0.007654517528147386,10,0.8097427582503111
b_elastic_rw,2022,ops,0.923431275278942,-0.029217555586656827,10,0.763976667623893
b_elastic_rw,2022,sm,1.1049342276229939,0.08233316006938504,10,0.4184799156650235
b_elastic_rw,2023,cor,0.7601278283093391,0.024217854840233477,10,0.8097427582503111
b_elastic_rw,2023,ops,0.7675331157769575,-0.01616521194927554,10,0.763976667623893
b_elastic_rw,2023,sm,0.5154611998582691,0.1527574100478905,10,0.4184799156650235
b_elastic_rw,2024,cor,0.6582075043875166,0.04037390669663506,10,0.8097427582503111
b_elastic_rw,2024,ops,0.7018488254975608,0.0007917100388885273,10,0.763976667623893
b_elastic_rw,2024,sm,0.3043213728105387,0.17922760810768887,10,0.4184799156650235
b_elastic_rw,2025,cor,0.791192697864722,0.0103345467172563,12,0.8097427582503111
b_elastic_rw,2025,ops,0.5797485844432411,0.026463569353100295,12,0.763976667623893
b_elastic_rw,2025,sm,0.2647799543363053,0.14695441660221137,12,0.4184799156650235
b_elastic_rw,2026,cor,0.8372076046028462,0.009126480471004714,16,0.8097427582503111
b_elastic_rw,2026,ops,0.7653198248126213,-0.007400536003550495,16,0.763976667623893
b_elastic_rw,2026,sm,0.30161781558536016,0.15173607635051742,16,0.4184799156650235
b_elastic_eq,none,cor,0.721860380012829,0.02748561909800589,18,0.721860380012829
b_elastic_eq,none,ops,0.6168562408248585,0.018297462004147332,18,0.6168562408248585
b_elastic_eq,none,sm,0.4098346657311941,0.1306599758104438,18,0.4098346657311941
b_elastic_eq,2022,cor,1.0620432560704582,-0.018189114113616796,10,0.721860380012829
b_elastic_eq,2022,ops,0.4066436088777692,0.015473292016557947,10,0.6168562408248585
b_elastic_eq,2022,sm,0.7694695355421949,0.11232381806134852,10,0.4098346657311941
b_elastic_eq,2023,cor,0.6810900040613136,0.041395527298677785,10,0.721860380012829
b_elastic_eq,2023,ops,0.6314023563473803,0.007358038167525719,10,0.6168562408248585
b_elastic_eq,2023,sm,0.40081039357096815,0.14602149146828464,10,0.4098346657311941
b_elastic_eq,2024,cor,0.6588801046680377,0.04547756135712834,10,0.721860380012829
b_elastic_eq,2024,ops,0.4754043812951538,0.060855723678671925,10,0.6168562408248585
b_elastic_eq,2024,sm,0.5005113104047996,0.09833801548726509,10,0.4098346657311941
b_elastic_eq,2025,cor,0.7064874617305785,0.03104634524057045,12,0.721860380012829
b_elastic_eq,2025,ops,0.50992013976955,0.04852218952392282,12,0.6168562408248585
b_elastic_eq,2025,sm,0.4521774214807652,0.10649765039197133,12,0.4098346657311941
b_elastic_eq,2026,cor,0.7249531683783159,0.026810514686386486,16,0.721860380012829
b_elastic_eq,2026,ops,0.6031910004978941,0.02287835323008914,16,0.6168562408248585
b_elastic_eq,2026,sm,0.4234000251967409,0.11959006418510386,16,0.4098346657311941
