method,object,target,quarter,vintage_date,horizon_q,point,window,prior_basis,spec_id,n_params,n_train,knowable_from,actual,target_print_date,notes,q05,q10,q25,q50,q75,q90,q95,sd,sigma_n,sigma_kind
driver-lines,lines_v2,cor_cash_musd,2023Q1,2023-02-14,0,413.21176736879426,W1,PIT,a_unit_rw,7.0,12.0,2023-02-14,428.0,2023-05-09,rev_leg=guide_cushion;scenario=backtest;,328.57942448082235,347.2723368038959,378.507373690425,413.21176736879426,447.9161610471635,479.1511979336926,497.84411025676616,51.45281105944195,4.0,relative
driver-lines,lines_v2,ops_cash_musd,2023Q1,2023-02-14,0,246.71929252500288,W1,PIT,a_unit_rw,7.0,12.0,2023-02-14,267.0,2023-05-09,rev_leg=guide_cushion;scenario=backtest;,199.1624677851496,209.66643736569864,227.21810998005367,246.71929252500288,266.2204750699521,283.77214768430713,294.27611726485617,28.912496504624446,4.0,relative
driver-lines,lines_v2,pd_cash_musd,2023Q1,2023-02-14,0,264.51092501040284,W1,PIT,a_unit_rw,7.0,12.0,2023-02-14,271.0,2023-05-09,rev_leg=guide_cushion;scenario=backtest;,240.54119237365035,245.83543444821316,254.68188082463286,264.51092501040284,274.33996919617283,283.1864155725925,288.48065764715534,14.572562715612186,4.0,relative
driver-lines,lines_v2,sm_cash_musd,2023Q1,2023-02-14,0,415.25837018791594,W1,PIT,a_unit_rw,7.0,12.0,2023-02-14,422.0,2023-05-09,rev_leg=guide_cushion;scenario=backtest;,316.340995839925,338.1890712070838,374.6962471996939,415.25837018791594,455.820493176138,492.3276691687481,514.1757445359069,60.137493529635094,4.0,relative
driver-lines,lines_v2,ga_cash_ex_reserves_musd,2023Q1,2023-02-14,0,196.39412220661967,W1,PIT,a_unit_rw,7.0,12.0,2023-02-14,191.0,2023-05-09,rev_leg=guide_cushion;scenario=backtest;,174.82380099152695,179.5880803378756,187.54898223207874,196.39412220661967,205.2392621811606,213.20016407536374,217.9644434217124,13.113824149246994,4.0,relative
driver-lines,margin_v2,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,17.72020776216367,W1,PIT,a_unit_rw,7.0,12.0,2023-02-14,14.411441144114413,2023-05-09,rev_leg=guide_cushion;scenario=backtest;,9.581261900829942,11.378926909224461,14.382746318226703,17.72020776216367,21.05766920610064,24.06148861510288,25.8591536234974,4.948127740957859,4.0,additive
driver-lines,margin_v2,adj_ebitda_musd,2023Q1,2023-02-14,0,326.9638356907012,W1,PIT,a_unit_rw,7.0,12.0,2023-02-14,262.0,2023-05-09,rev_leg=guide_cushion;scenario=backtest;,136.9095125771858,178.8871853834877,249.03003609899912,326.9638356907012,404.8976352824033,475.04048599791474,517.0181588042166,115.54482417122854,4.0,relative
driver-lines,margin_v2,total_cash_costs_musd,2023Q1,2023-02-14,0,1518.1829034397338,W1,PIT,a_unit_rw,7.0,12.0,2023-02-14,1556.0,2023-05-09,rev_leg=guide_cushion;scenario=backtest;,1323.5102127828977,1366.5079535279697,1438.3552930434914,1518.1829034397338,1598.0105138359763,1669.8578533514979,1712.85559409657,118.35259227146989,4.0,relative
driver-lines,lines_v2,cor_cash_musd,2023Q2,2023-02-14,1,451.3058228355672,W1,PIT,a_unit_rw,7.0,12.0,2023-02-14,432.0,2023-08-03,rev_leg=naive;scenario=backtest;,408.493876316318,417.94983529554383,433.7503281459304,451.3058228355672,468.861317525204,484.66181037559056,494.11776935481635,26.027815373818846,3.0,relative
driver-lines,lines_v2,ops_cash_musd,2023Q2,2023-02-14,1,273.2885131816693,W1,PIT,a_unit_rw,7.0,12.0,2023-02-14,298.0,2023-08-03,rev_leg=naive;scenario=backtest;,260.18038748272613,263.0756050325288,267.9133866151764,273.2885131816693,278.6636397481622,283.5014213308098,286.3966388806125,7.96917457223075,3.0,relative
