quarter,scenario,spec_id,prior_basis,horizon_q,revenue,nights,gbv,cor,ops,pd,sm,ga,other_net,sum_lines,adj_ebitda_musd,adj_ebitda_margin_pct,total_cash_costs_musd,rev_leg,cons_revenue_musd,cons_ebitda_musd,cons_margin_pct,ws31b_historical_margin_pct,ws31b_management_margin_pct,ws31b_base_margin_pct,ws30_margin_pct,mgmt_3q26_ceiling_margin_pct
2026Q3,base,a_unit_rw,PIT,0,4804.0355,146.813,26028.0,616.0973352521937,364.2914358709654,374.74936368980354,723.2494434286579,271.81994531883157,32.51498424666773,2350.207523560452,2486.3429606862155,51.75529949115105,2317.6925393137844,ws06_base,4744.32212,2361.52179,49.775747309501824,52.26997952063609,52.1517910891058,51.30028661149946,50.8,50.085470085470085
2026Q4,base,a_unit_rw,PIT,1,3178.1078,131.7983,22987.300000000003,541.824236521348,316.62522969876414,377.0001106188714,782.5929875048554,273.9352756325968,21.510275070034734,2291.977839976436,907.640235093599,28.559139343655964,2270.467564906401,ws06_base,3161.81627,913.68388,28.897437484563266,25.69247347419398,25.931379296450192,24.652755022655093,29.7,
2027Q1,base,a_unit_rw,PIT,2,3053.1293,169.0178,32599.600000000002,640.4381914284924,314.7854838759003,422.0150492002292,860.4813891048647,239.03232545547058,20.66438749100411,2476.752439064957,597.0412484260473,19.55505940826179,2456.0880515739527,ws06_base,3010.32375,610.73207,20.287919862440045,17.98276970883622,19.19575474403001,19.26264433404212,,
2027Q2,base,a_unit_rw,PIT,3,4028.9807,157.1001,29647.9,681.2404283243692,330.70032309227895,420.8896757356953,998.9496586159923,240.0899906123532,27.269208146073925,2671.870076380689,1384.3798317653848,34.36054761357841,2644.6008682346155,ws06_base,4036.93556,1451.71427,35.96079869057905,34.39599645331111,35.40643083152065,35.46452805333932,,
2027Q3,base,a_unit_rw,PIT,4,5280.7325,155.958,28390.8,663.5258283582431,374.0148896440575,421.7329897474854,894.1705255040399,287.49448510946536,35.74139575953723,2640.938718363291,2675.535177396246,50.66598577747019,2605.197322603754,ws06_base,5269.96729,2695.55277,51.14932639363688,52.06526119594906,52.71297318506491,51.880223594286015,,
2027Q4,base,a_unit_rw,PIT,5,3465.7641,139.7655,24834.2,577.9527154543588,324.5132831330099,424.2659206168397,967.5383634941148,289.7317962776324,23.457209072282367,2584.0020789759556,905.2192300963267,26.118893380433096,2560.5448699036733,ws06_base,3528.91936,1068.39608,30.275446135442436,25.82233392395767,27.449770751960436,26.271689742408,,
2026Q3,base,a_unit_rw,full_sample,0,4804.0355,146.813,26028.0,616.0973352521937,364.2914358709654,374.74936368980354,723.2494434286579,271.81994531883157,32.51498424666773,2350.207523560452,2486.3429606862155,51.75529949115105,2317.6925393137844,ws06_base,4744.32212,2361.52179,49.775747309501824,52.26997952063609,52.1517910891058,51.30028661149946,50.8,50.085470085470085
2026Q4,base,a_unit_rw,full_sample,1,3178.1078,131.7983,22987.300000000003,541.824236521348,316.62522969876414,377.0001106188714,782.5929875048554,273.9352756325968,21.510275070034734,2291.977839976436,907.640235093599,28.559139343655964,2270.467564906401,ws06_base,3161.81627,913.68388,28.897437484563266,25.69247347419398,25.931379296450192,24.652755022655093,29.7,
2027Q1,base,a_unit_rw,full_sample,2,3053.1293,169.0178,32599.600000000002,640.4381914284924,314.7854838759003,422.0150492002292,860.4813891048647,239.03232545547058,20.66438749100411,2476.752439064957,597.0412484260473,19.55505940826179,2456.0880515739527,ws06_base,3010.32375,610.73207,20.287919862440045,17.98276970883622,19.19575474403001,19.26264433404212,,
2027Q2,base,a_unit_rw,full_sample,3,4028.9807,157.1001,29647.9,681.2404283243692,330.70032309227895,420.8896757356953,998.9496586159923,240.0899906123532,27.269208146073925,2671.870076380689,1384.3798317653848,34.36054761357841,2644.6008682346155,ws06_base,4036.93556,1451.71427,35.96079869057905,34.39599645331111,35.40643083152065,35.46452805333932,,
