gbv_3q26_musd,is_central,fee_step,fee_step_pct,lambda_q4_pct,base_musd,print_musd,guide_mid_musd,guide_lo_musd,guide_hi_musd,cushion_pct,pred_sd_pp,pred_sd_musd,cons_at_print_musd,p_guide_below_zacks_3200,p_guide_below_av36_3158,p_print_below_zacks_3200
25900.0,False,none,0.0,12.029792635176292,26333.33333333333,3167.8453939297565,3110.098849283979,3083.9740189499935,3136.223679617964,1.8567430632975808,3.0305087137639526,94.2518166342234,3128.882409701649,0.8299176752299995,0.6943522987205188,0.6311638554287708
25900.0,False,half_weight,1.25,12.029792635176292,26333.33333333333,3207.4434613538783,3148.9750849000284,3122.5236941868684,3175.4264756131884,1.8567430632975808,3.0305087137639526,95.42996434215118,3167.9934398229198,0.703565951515817,0.5376722404456207,0.46947988500068305
25900.0,False,full_weight,2.5,12.029792635176292,26333.33333333333,3247.041528778,3187.851320516078,3161.073369423743,3214.629271608413,1.8567430632975808,3.0305087137639526,96.60811205007899,3207.10446994419,0.5500359470308884,0.37866307090486023,0.31630545842029634
26185.0,False,none,0.0,12.029792635176292,26523.33333333333,3190.701999936591,3132.53880300666,3106.2254770614045,3158.852128951916,1.8567430632975808,3.0305087137639526,94.93186138715386,3151.457890379243,0.7613424698869626,0.6057292250309712,0.5383026621942699
26185.0,False,half_weight,1.25,12.029792635176292,26523.33333333333,3230.5857749357983,3171.695538044243,3145.0532955246717,3198.3377805638147,1.8567430632975808,3.0305087137639526,96.11850965449327,3190.851114008983,0.6158023741883936,0.4433480845782261,0.3773650912381985
26185.0,False,full_weight,2.5,12.029792635176292,26523.33333333333,3270.4695499350055,3210.8522730818263,3183.881113987939,3237.8234321757136,1.8567430632975808,3.0305087137639526,97.30515792183269,3230.2443376387237,0.4555987361931741,0.2935098098822754,0.23853894754713545
26300.0,True,none,0.0,12.029792635176292,26600.0,3199.9248409568936,3141.5935211754622,3115.2041355975884,3167.982906753336,1.8567430632975808,3.0305087137639526,95.20626541026617,3160.567294863185,0.7302182041882741,0.5684092285611069,0.5003091974827849
26300.0,True,half_weight,1.25,12.029792635176292,26600.0,3239.9239014688546,3180.8634401901554,3154.1441872925584,3207.5826930877524,1.8567430632975808,3.0305087137639526,96.39634372789449,3200.0743860489747,0.578680708964753,0.4062579504549688,0.34214565317236656
26300.0,True,full_weight,2.5,12.029792635176292,26600.0,3279.9229619808157,3220.1333592048486,3193.084238987528,3247.1824794221693,1.8567430632975808,3.0305087137639526,97.58642204552281,3239.5814772347644,0.41827316534347103,0.2621598554306645,0.21067905965628175
26600.0,False,none,0.0,12.029792635176292,26800.0,3223.9844262272463,3165.214525094075,3138.6267230832846,3191.802327104865,1.8567430632975808,3.0305087137639526,95.92210199229825,3184.330958734337,0.6415641925067349,0.4700228858469828,0.40304135753748227
26600.0,False,half_weight,1.25,12.029792635176292,26800.0,3264.284231555087,3204.779706657751,3177.859557121826,3231.6998561936757,1.8567430632975808,3.0305087137639526,97.12112826720198,3224.1350957185164,0.4803744286838683,0.3150224895167529,0.25790044134843443
26600.0,False,full_weight,2.5,12.029792635176292,26800.0,3304.584036882927,3244.3448882214266,3217.092391160367,3271.5973852824864,1.8567430632975808,3.0305087137639526,98.3201545421057,3263.9392327026953,0.32598561691871597,0.1899172414355777,0.14816897701550164
27000.0,False,none,0.0,12.029792635176292,27066.666666666664,3256.063873254383,3196.7091969855583,3169.8568397308795,3223.561554240237,1.8567430632975808,3.0305087137639526,96.87655076834102,3216.0158438958724,0.5135490788237757,0.3447357400153367,0.2849613924786186
27000.0,False,half_weight,1.25,12.029792635176292,27066.666666666664,3296.764671670063,3236.6680619478775,3209.4800502275157,3263.8560736682393,1.8567430632975808,3.0305087137639526,98.08750765294528,3256.216041944571,0.3542653651551223,0.21127093327420748,0.16638972428874627
27000.0,False,full_weight,2.5,12.029792635176292,27066.666666666664,3337.4654700857423,3276.6269269101967,3249.1032607241514,3304.150593096242,1.8567430632975808,3.0305087137639526,99.29846453754953,3296.416239993269,0.22015113103197925,0.11611187065508022,0.0870525479602065
