quarter,revenue_ltm_musd,gbv_ltm_musd,realised_fee_share_of_gbv,gbv_yoy_pct,lag_corrected_fee_share,note
2Q21,4423.4,37635.0,0.11753,,,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
3Q21,5318.1,41505.7,0.12813,48.21,0.13767,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
4Q21,5991.0,46900.0,0.12774,91.34,0.1438,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
1Q22,6613.0,53800.0,0.12292,66.99,0.13498,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
2Q22,7382.0,57400.0,0.12861,26.87,0.13432,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
3Q22,8029.0,61100.0,0.13141,31.09,0.13806,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
4Q22,8399.0,63300.0,0.13269,19.47,0.13706,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
1Q23,8708.0,66500.0,0.13095,18.6,0.13509,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
2Q23,9088.0,68600.0,0.13248,12.35,0.13532,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
3Q23,9601.0,71300.0,0.13466,17.31,0.13864,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
4Q23,9917.0,73300.0,0.13529,14.81,0.13875,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
1Q24,10241.0,75800.0,0.13511,12.25,0.13799,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
2Q24,10505.0,77900.0,0.13485,10.99,0.13744,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
3Q24,10840.0,79700.0,0.13601,9.84,0.13836,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
4Q24,11102.0,81800.0,0.13572,13.55,0.13891,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
1Q25,11232.0,83400.0,0.13468,6.99,0.13635,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
2Q25,11580.0,85700.0,0.13512,10.85,0.13769,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
3Q25,11943.0,88500.0,0.13495,13.93,0.1382,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
4Q25,12241.0,91300.0,0.13407,15.91,0.13774,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
1Q26,12647.0,96000.0,0.13174,19.18,0.13603,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
2Q26,13159.0,99700.0,0.13199,15.74,0.13555,revenue is essentially guest+host service fees; lag correction uses the 2.2-month mean lead (0.73q)
