run,feature,window,implied,implied_anchored_2q26,band_pp,n,err_mean,err_sd,rmse,rmse_naive,n_over,quarters,errors
E,GLOBAL|yoy_all|w_reviews,2023Q1+,10.041046384065512,10.79634524717142,1.4768981639135286,10,0.5184519385190034,1.4557414708746081,1.4751465417292828,2.1591433023308118,7,2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,+2.00 +0.79 +0.52 -2.66 +1.34 +1.83 -0.26 +0.55 +1.89 -0.82
E,GLOBAL|yoy_all|w_reviews,2022Q1+,10.041046384065512,10.79634524717142,1.4768981639135286,14,1.6317983336817996,1.8377642091434419,2.4080909150879224,2.8766200777003164,11,2023Q1 2023Q2 2023Q3 2023Q4 2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,+3.03 +5.61 -0.83 +1.71 +3.03 +2.03 +1.71 -1.71 +2.13 +2.60 +0.58 +1.03 +2.23 -0.31
E,GLOBAL|yoy_all|w_equal,2023Q1+,9.183352938368882,10.245511291144892,1.481270036972459,10,-0.46450310902658065,1.4813578424258271,1.4801155663934527,2.1591433023308118,4,2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,+0.40 -0.44 -0.34 -4.28 +0.33 +1.17 -0.33 -0.31 +0.33 -1.17
E,GLOBAL|yoy_all|w_equal,2022Q1+,9.183352938368882,10.245511291144892,1.481270036972459,14,1.2827362220357235,1.897574340685091,2.233607267149114,2.8766200777003164,11,2023Q1 2023Q2 2023Q3 2023Q4 2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,-1.34 +5.34 +0.07 +1.79 +2.88 +2.50 +2.17 -2.09 +1.99 +2.53 +0.97 +0.47 +1.06 -0.37
E,GLOBAL|yoy_all|w_median,2023Q1+,9.203325118804509,9.823106036338867,1.5188717828532403,10,0.020023438559556173,1.5980133595709067,1.5161408132894962,2.1591433023308118,4,2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,+1.92 +1.85 -0.01 -3.61 -0.85 +0.94 -0.06 -0.19 +0.88 -0.67
E,GLOBAL_NW|yoy_all|w_equal,2023Q1+,9.33486259210311,10.5618040369204,1.566336503193532,10,-0.48503061235409356,1.568727593752849,1.565270050816162,2.1591433023308118,4,2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,+0.25 -0.33 -0.09 -4.44 +0.53 +1.38 -0.55 -0.47 +0.23 -1.36
E,GLOBAL_NW|yoy_all|w_equal,2022Q1+,9.33486259210311,10.5618040369204,1.566336503193532,14,1.0132411327584419,1.9231286944921429,2.1120862737066104,2.8766200777003164,10,2023Q1 2023Q2 2023Q3 2023Q4 2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,-1.98 +4.76 -0.42 +1.64 +2.53 +2.26 +2.06 -2.36 +1.93 +2.51 +0.71 +0.26 +0.89 -0.60
E,GLOBAL|yoy_vmatch|w_reviews,2023Q1+,9.184636798698309,10.673264762304324,1.4747761770094503,10,-0.018722120637738017,1.5525756316765638,1.4730215547199121,2.1591433023308118,6,2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,+2.04 +0.77 +0.31 -3.24 +0.87 +1.34 -0.66 -0.51 +0.57 -1.67
E,GLOBAL|yoy_vmatch|w_reviews,2022Q1+,9.184636798698309,10.673264762304324,1.4747761770094503,14,1.1096986378043965,1.934104604855452,2.1690999289901147,2.8766200777003164,10,2023Q1 2023Q2 2023Q3 2023Q4 2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,+2.40 +5.37 -1.02 +1.34 +2.93 +1.94 +1.47 -2.28 +1.54 +2.00 +0.06 -0.01 +0.98 -1.18
E,GLOBAL|yoy_vmatch|w_equal,2023Q1+,8.576515121920806,10.117318893853152,1.6166557967613675,10,-0.6957394697368501,1.5370141969386042,1.6156190105286126,2.1591433023308118,3,2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,+0.89 -0.21 -0.45 -4.45 +0.15 +0.85 -0.83 -0.86 -0.32 -1.73
E,GLOBAL|yoy_vmatch|w_equal,2022Q1+,8.576515121920806,10.117318893853152,1.6166557967613675,14,1.094971129910312,1.9463039697241125,2.1717463958109318,2.8766200777003164,10,2023Q1 2023Q2 2023Q3 2023Q4 2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,-1.49 +5.09 -0.14 +1.73 +2.99 +2.57 +2.13 -2.17 +1.86 +2.30 +0.63 +0.07 +0.59 -0.81
E,GLOBAL_NW|yoy_vmatch|w_equal,2023Q1+,8.691982480707743,10.28671882902954,1.747376313736397,10,-0.6746699564151869,1.6980501308067852,1.7464868657247088,2.1591433023308118,3,2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q2 2025Q3 2025Q4 2026Q1 2026Q2,+0.94 -0.09 -0.21 -4.78 +0.47 +1.10 -0.98 -0.94 -0.46 -1.80
