recon_id,source_ids,official_url,purpose,request_method,user_agent,cookies,authentication,personal_data,registered_at_utc
PR-PW-001,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/robots.txt,"Resolve path-specific robots rules for WSF landing page and dated PDF paths",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-002,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/about/policies/open-data-policy,"Resolve official WSDOT reuse and automation terms",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-003,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/travel/washington-state-ferries/about-us/ferries-accountability-and-service-data/ridership-data,"Read official dataset metadata and publication/archive description only; no linked report payload",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-004,NASA_BLACK_MARBLE_VNP46A2,https://ladsweb.modaps.eosdis.nasa.gov/robots.txt,"Resolve path-specific robots rules for the registered LAADS archive/API paths; authenticated data remains blocked",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-005,NASA_BLACK_MARBLE_VNP46A2,https://www.earthdata.nasa.gov/engage/open-data-services-and-software/data-and-information-policy,"Read official NASA data license and reuse policy",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-006,NASA_BLACK_MARBLE_VNP46A2,https://urs.earthdata.nasa.gov/documentation/what_do_i_need_to_know,"Confirm official Earthdata authentication requirement without accessing credentials or data",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-007,NOAA_HMS_SMOKE,https://www.ospo.noaa.gov/robots.txt,"Resolve path-specific robots rules for HMS metadata and annual-bundle paths",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-008,"NOAA_HMS_SMOKE|MARINECADASTRE_AIS",https://www.noaa.gov/information-technology/open-data-dissemination,"Read shared official NOAA data license and dissemination policy",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-009,NOAA_HMS_SMOKE,https://www.ospo.noaa.gov/products/land/hms.html,"Read official HMS dataset metadata and publication schedule only; no archive payload",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-010,NPS_VISITOR_USE,https://irmaservices.nps.gov/robots.txt,"Resolve path-specific robots rules for the registered NPS Stats help and API paths",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-011,NPS_VISITOR_USE,https://www.doi.gov/copyright,"Read official federal reuse terms applicable to NPS data",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-012,NPS_VISITOR_USE,https://irmaservices.nps.gov/v3/rest/Stats/help,"Read official NPS Stats API documentation only; no visitation data payload",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-013,NPS_VISITOR_USE,https://home.nps.gov/subjects/socialscience/statistics-faq.htm,"Read official publication and revision calendar evidence",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-014,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/robots.txt,"Resolve path-specific robots rules for NTD metadata and raw-product paths",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-015,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transportation.gov/data,"Read official DOT open-data and reuse policy",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-016,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/ntd/monthly-ridership,"Read official NTD dataset metadata and product links only; no workbook payload",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-017,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/ntd/ntd-data-products-frequently-asked-questions-0,"Read official publication lag, product-method, and revision documentation",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-018,MARINECADASTRE_AIS,https://marinecadastre.gov/robots.txt,"Resolve path-specific robots rules for the registered AIS and AccessAIS paths",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-019,MARINECADASTRE_AIS,https://marinecadastre.gov/ais/,"Read official AIS dataset metadata and bulk-access documentation only; no AIS payload",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-020,MARINECADASTRE_AIS,https://marinecadastre.gov/accessais/,"Read official AccessAIS API/service documentation and availability status only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-021,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/robots.txt,"Resolve path-specific robots rules for the registered 311 metadata and SODA paths",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-022,NYC_311_TOURISM_STRESS,https://cityofnewyork.github.io/opendatatsm/publicpolicies.html,"Read official NYC Open Data license, access, and reuse terms",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-023,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/api/views/erm2-nwe9,"Read official 311 dataset metadata/schema only; endpoint contains no row payload",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-024,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/robots.txt,"Resolve path-specific robots rules for the registered dataset and API paths",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-025,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/terms/terms-and-conditions/,"Read official portal terms and automation permission",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-026,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/explore/dataset/pedestrian-counting-system-monthly-counts-per-hour/information/,"Read official dataset metadata, license label, update schedule, and schema only; no record payload",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T16:57:49Z
PR-PW-R001,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/robots.txt,"retry_of=PR-PW-001; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R002,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/about/policies/open-data-policy,"retry_of=PR-PW-002; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R003,WSF_FERRY_RIDERSHIP,https://wsdot.wa.gov/travel/washington-state-ferries/about-us/ferries-accountability-and-service-data/ridership-data,"retry_of=PR-PW-003; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R004,NASA_BLACK_MARBLE_VNP46A2,https://ladsweb.modaps.eosdis.nasa.gov/robots.txt,"retry_of=PR-PW-004; one escalated retry after sandbox DNS failure; authenticated data remains blocked",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R005,NASA_BLACK_MARBLE_VNP46A2,https://www.earthdata.nasa.gov/engage/open-data-services-and-software/data-and-information-policy,"retry_of=PR-PW-005; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R006,NASA_BLACK_MARBLE_VNP46A2,https://urs.earthdata.nasa.gov/documentation/what_do_i_need_to_know,"retry_of=PR-PW-006; one escalated retry after sandbox DNS failure; documentation only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R007,NOAA_HMS_SMOKE,https://www.ospo.noaa.gov/robots.txt,"retry_of=PR-PW-007; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R008,"NOAA_HMS_SMOKE|MARINECADASTRE_AIS",https://www.noaa.gov/information-technology/open-data-dissemination,"retry_of=PR-PW-008; one escalated retry after sandbox DNS failure; shared URL remains deduplicated",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R009,NOAA_HMS_SMOKE,https://www.ospo.noaa.gov/products/land/hms.html,"retry_of=PR-PW-009; one escalated retry after sandbox DNS failure; metadata only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R010,NPS_VISITOR_USE,https://irmaservices.nps.gov/robots.txt,"retry_of=PR-PW-010; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R011,NPS_VISITOR_USE,https://www.doi.gov/copyright,"retry_of=PR-PW-011; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R012,NPS_VISITOR_USE,https://irmaservices.nps.gov/v3/rest/Stats/help,"retry_of=PR-PW-012; one escalated retry after sandbox DNS failure; API documentation only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R013,NPS_VISITOR_USE,https://home.nps.gov/subjects/socialscience/statistics-faq.htm,"retry_of=PR-PW-013; one escalated retry after sandbox DNS failure; publication documentation only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R014,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/robots.txt,"retry_of=PR-PW-014; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R015,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transportation.gov/data,"retry_of=PR-PW-015; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R016,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/ntd/monthly-ridership,"retry_of=PR-PW-016; one escalated retry after sandbox DNS failure; metadata only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R017,FTA_NTD_MONTHLY_RIDERSHIP,https://www.transit.dot.gov/ntd/ntd-data-products-frequently-asked-questions-0,"retry_of=PR-PW-017; one escalated retry after sandbox DNS failure; publication documentation only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R018,MARINECADASTRE_AIS,https://marinecadastre.gov/robots.txt,"retry_of=PR-PW-018; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R019,MARINECADASTRE_AIS,https://marinecadastre.gov/ais/,"retry_of=PR-PW-019; one escalated retry after sandbox DNS failure; metadata only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R020,MARINECADASTRE_AIS,https://marinecadastre.gov/accessais/,"retry_of=PR-PW-020; one escalated retry after sandbox DNS failure; service documentation only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R021,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/robots.txt,"retry_of=PR-PW-021; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R022,NYC_311_TOURISM_STRESS,https://cityofnewyork.github.io/opendatatsm/publicpolicies.html,"retry_of=PR-PW-022; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R023,NYC_311_TOURISM_STRESS,https://data.cityofnewyork.us/api/views/erm2-nwe9,"retry_of=PR-PW-023; one escalated retry after sandbox DNS failure; metadata only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R024,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/robots.txt,"retry_of=PR-PW-024; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R025,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/terms/terms-and-conditions/,"retry_of=PR-PW-025; one escalated retry after sandbox DNS failure",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
PR-PW-R026,MELB_PED_HOURLY,https://data.melbourne.vic.gov.au/explore/dataset/pedestrian-counting-system-monthly-counts-per-hour/information/,"retry_of=PR-PW-026; one escalated retry after sandbox DNS failure; metadata only",GET,"ABNB-edge-research/0.1 (+https://github.com/theomachado05/airbnb-citadel-2026)",none,none,false,2026-09-03T17:03:54Z
