file,url,timestamp_utc,bytes,sha256,http_status
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_1Q21_abnb-20210331.htm,https://www.sec.gov/Archives/edgar/data/1559720/000162828021010389/abnb-20210331.htm,2026-09-13T05:08:52+00:00,1774209,06489cb209191e7a737e50183c3147b9b741eb3bd42e29732da6d1d835840918,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_2Q21_abnb-20210630.htm,https://www.sec.gov/Archives/edgar/data/1559720/000162828021016979/abnb-20210630.htm,2026-09-13T05:08:53+00:00,2128312,815160378102c559a0fb411e581a47ed06a37c17171c3a9969165b5837bc454b,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_3Q21_abnb-20210930.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972021000017/abnb-20210930.htm,2026-09-13T05:08:54+00:00,2161334,22e69f096db3ecfa3dc1eb218d2598eb23e4bab2bd3b5c54bf6e375d69d5f90d,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_1Q22_abnb-20220331.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000009/abnb-20220331.htm,2026-09-13T05:08:55+00:00,1597389,4cbefc72cd533a605cb59e6b6fd9152a2b666bdcb4c607847f0333147c44215f,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_2Q22_abnb-20220630.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000012/abnb-20220630.htm,2026-09-13T05:08:56+00:00,1960198,b13baf08a8156d55e0c9580944c63cdca570780617494b094d926ed4158c971e,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_3Q22_abnb-20220930.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000019/abnb-20220930.htm,2026-09-13T05:08:56+00:00,2024251,730fb686b92c814750f09c0314978b56aa4677064124a6c2ce4888c724a80bfb,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_1Q23_abnb-20230331.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000010/abnb-20230331.htm,2026-09-13T05:08:57+00:00,1483959,70ce8cc3cdf68dc243a1fd5995fc6837a3beb19d75b1bdf2f1d089f8e6d99e92,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_2Q23_abnb-20230630.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000015/abnb-20230630.htm,2026-09-13T05:08:58+00:00,1446994,3380c30d5681ffd4670e586f5e622426587d0708f13a0ad5e0a477bfab8bf252,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_3Q23_abnb-20230930.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000020/abnb-20230930.htm,2026-09-13T05:08:59+00:00,1493405,f9881dd030f9abe637318f948d0aa2581c89cf10fd9af5e227e2311003f9aa73,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_1Q24_abnb-20240331.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000017/abnb-20240331.htm,2026-09-13T05:09:00+00:00,1102762,454db572d5b9321c004e5855cffa2371b31bab4e669cd6f3c2afd13d4b91ad0f,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_2Q24_abnb-20240630.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000024/abnb-20240630.htm,2026-09-13T05:09:01+00:00,1345670,a3f83411bbc153327c69249b3689a5b97c1814c890560b702b2952520c10aa72,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_3Q24_abnb-20240930.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000032/abnb-20240930.htm,2026-09-13T05:09:02+00:00,1377194,ac4f77883c6bfd014ef7553f40cb5839fa2fcf43baeccf782e4a5f6027e54da5,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_1Q25_abnb-20250331.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000017/abnb-20250331.htm,2026-09-13T05:09:02+00:00,1158219,874dc6235d6322ff411a97788ba03084c5b69edc7a43851e5805cf2e2e6c1a41,200
data/raw/margin_build/05_mgmt_statements_v2/10q/10Q_2Q25_abnb-20250630.htm,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000025/abnb-20250630.htm,2026-09-13T05:09:03+00:00,1427753,8f76a837c074468880bcce43e0b03a37a76bffff86c19808f7926bcd4b1962e8,200
